PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,male,Q,S
1,0,1.0,0.2711736617240512,0.125,0.0,0.014151057562208049,1.0,0.0,1.0
2,1,0.0,0.4722292033174164,0.125,0.0,0.13913573538264068,0.0,0.0,0.0
3,1,1.0,0.32143754712239253,0.0,0.0,0.015468569817999833,0.0,0.0,1.0
4,1,0.0,0.4345312892686604,0.125,0.0,0.10364429745562033,0.0,0.0,1.0
5,0,1.0,0.4345312892686604,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
6,0,1.0,0.2963056044232219,0.0,0.0,0.01650950209357577,1.0,1.0,0.0
7,0,0.0,0.6732847449107816,0.0,0.0,0.10122885832000206,1.0,0.0,1.0
8,0,1.0,0.01985423473234481,0.375,0.16666666666666666,0.04113566043083236,1.0,0.0,1.0
9,1,1.0,0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396,0.0,0.0,1.0
10,1,0.5,0.17064589092736868,0.125,0.0,0.058694292654020104,0.0,0.0,0.0
11,1,1.0,0.04498617743151546,0.125,0.16666666666666666,0.03259622914329302,0.0,0.0,1.0
12,1,0.0,0.723548630309123,0.0,0.0,0.051822148727810165,0.0,0.0,1.0
13,0,1.0,0.24604171902488062,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
14,0,1.0,0.4847951746670017,0.125,0.8333333333333333,0.06104473451835265,1.0,0.0,1.0
15,0,1.0,0.17064589092736868,0.0,0.0,0.015330377421392339,0.0,0.0,1.0
16,1,0.5,0.685850716260367,0.0,0.0,0.03122992013728673,0.0,0.0,1.0
17,0,1.0,0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,1.0,1.0,0.0
18,1,0.5,0.35913546117114853,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
19,0,1.0,0.38426740387031916,0.125,0.0,0.03513366015444757,0.0,0.0,1.0
20,1,1.0,0.2963056044232219,0.0,0.0,0.014102260811993537,0.0,0.0,0.0
21,0,0.5,0.4345312892686604,0.0,0.0,0.050748620223090936,1.0,0.0,1.0
22,1,0.5,0.4219653179190751,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
23,1,1.0,0.18321186227695402,0.0,0.0,0.015671954672893913,0.0,1.0,0.0
24,1,0.0,0.34656948982156316,0.0,0.0,0.06929138530460494,1.0,0.0,1.0
25,0,1.0,0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,0.0,0.0,1.0
26,1,1.0,0.4722292033174164,0.125,0.8333333333333333,0.06126431989431795,0.0,0.0,1.0
27,0,1.0,0.2963056044232219,0.0,0.0,0.014102260811993537,1.0,0.0,0.0
28,0,0.0,0.2334757476752953,0.375,0.3333333333333333,0.5133418122566507,1.0,0.0,1.0
29,1,1.0,0.2963056044232219,0.0,0.0,0.01537917417160685,0.0,1.0,0.0
30,0,1.0,0.2963056044232219,0.0,0.0,0.015411575213749286,1.0,0.0,1.0
31,0,0.0,0.49736114601658704,0.0,0.0,0.05410739813385612,1.0,0.0,0.0
32,1,0.0,0.4596632319678311,0.125,0.0,0.2859895551532101,0.0,0.0,0.0
33,1,1.0,0.2963056044232219,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
34,0,0.5,0.8240764011058055,0.0,0.0,0.020494635090094415,1.0,0.0,1.0
35,0,0.0,0.34656948982156316,0.125,0.0,0.16038672010106003,1.0,0.0,0.0
36,0,0.0,0.5224930887157577,0.125,0.0,0.10149724044618187,1.0,0.0,1.0
37,1,1.0,0.2963056044232219,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
38,0,1.0,0.2586076903744659,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
39,0,1.0,0.22090977632571,0.25,0.0,0.03513366015444757,0.0,0.0,1.0
40,1,1.0,0.17064589092736868,0.125,0.0,0.021942337075458514,0.0,0.0,0.0
41,0,1.0,0.49736114601658704,0.125,0.0,0.018493968331299484,0.0,0.0,1.0
42,0,0.5,0.33400351847197784,0.125,0.0,0.04098927018018883,0.0,0.0,1.0
43,0,1.0,0.2963056044232219,0.0,0.0,0.015411575213749286,1.0,0.0,0.0
44,1,0.5,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,0.0,0.0,0.0
45,1,1.0,0.2334757476752953,0.0,0.0,0.01537917417160685,0.0,1.0,0.0
46,0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
47,0,1.0,0.2963056044232219,0.125,0.0,0.030253985132996517,1.0,1.0,0.0
48,1,1.0,0.2963056044232219,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
49,0,1.0,0.2963056044232219,0.25,0.0,0.04231498029001666,1.0,0.0,0.0
50,0,1.0,0.22090977632571,0.125,0.0,0.034743286152731485,0.0,0.0,1.0
51,0,1.0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,1.0,0.0,1.0
52,0,1.0,0.2586076903744659,0.0,0.0,0.01522458606692728,1.0,0.0,1.0
53,1,0.0,0.610454888162855,0.125,0.0,0.1497654242623688,0.0,0.0,0.0
54,1,0.5,0.35913546117114853,0.125,0.0,0.050748620223090936,0.0,0.0,1.0
55,0,0.0,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,1.0,0.0,0.0
56,1,0.0,0.4596632319678311,0.0,0.0,0.06929138530460494,1.0,0.0,1.0
57,1,0.5,0.2586076903744659,0.0,0.0,0.020494635090094415,0.0,0.0,1.0
58,0,1.0,0.35285247549635584,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
59,1,0.5,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,0.0,0.0,1.0
60,0,1.0,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,1.0,0.0,1.0
61,0,1.0,0.2711736617240512,0.0,0.0,0.014110458666029575,1.0,0.0,0.0
62,1,0.0,0.4722292033174164,0.0,0.0,0.15614960068643363,0.0,0.0,0.0
63,0,0.0,0.5601910027645137,0.125,0.0,0.16293234896625058,1.0,0.0,1.0
64,0,1.0,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,1.0,0.0,1.0
65,0,0.0,0.4596632319678311,0.0,0.0,0.05410739813385612,1.0,0.0,0.0
66,1,1.0,0.2963056044232219,0.125,0.16666666666666666,0.029757819776815374,1.0,0.0,0.0
67,1,0.5,0.35913546117114853,0.0,0.0,0.020494635090094415,0.0,0.0,1.0
68,0,1.0,0.2334757476752953,0.0,0.0,0.015923941091001644,1.0,0.0,1.0
69,1,1.0,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,0.0,0.0,1.0
70,0,1.0,0.32143754712239253,0.25,0.0,0.016908073949327893,1.0,0.0,1.0
71,0,0.5,0.39683337521990447,0.0,0.0,0.020494635090094415,1.0,0.0,1.0
72,0,1.0,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,0.0,0.0,1.0
73,0,0.5,0.2586076903744659,0.0,0.0,0.1434624456306609,1.0,0.0,1.0
74,0,1.0,0.32143754712239253,0.125,0.0,0.028212719478023115,1.0,0.0,0.0
75,1,1.0,0.39683337521990447,0.0,0.0,0.11027245763075773,1.0,0.0,1.0
76,0,1.0,0.3088715757728072,0.0,0.0,0.014931805565640218,1.0,0.0,1.0
77,0,1.0,0.2963056044232219,0.0,0.0,0.015411575213749286,1.0,0.0,1.0
78,0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
79,1,0.5,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,1.0,0.0,1.0
80,1,1.0,0.37170143252073384,0.0,0.0,0.024349578357040744,0.0,0.0,1.0
81,0,1.0,0.2711736617240512,0.0,0.0,0.017566830077223785,1.0,0.0,1.0
82,1,1.0,0.35913546117114853,0.0,0.0,0.018542765081513996,1.0,0.0,1.0
83,1,1.0,0.2963056044232219,0.0,0.0,0.015200187691820024,0.0,1.0,0.0
84,0,0.0,0.34656948982156316,0.0,0.0,0.09193307740413781,1.0,0.0,1.0
85,1,0.5,0.20834380497612465,0.0,0.0,0.020494635090094415,0.0,0.0,1.0
86,1,1.0,0.4093993465694898,0.375,0.0,0.030937139635999665,0.0,0.0,1.0
87,0,1.0,0.19577783362653933,0.125,0.5,0.06709553154495196,1.0,0.0,1.0
88,0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
89,1,0.0,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,0.0,0.0,1.0
90,0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
91,0,1.0,0.35913546117114853,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
92,0,1.0,0.24604171902488062,0.0,0.0,0.015330377421392339,1.0,0.0,1.0
93,0,0.0,0.5727569741140991,0.125,0.0,0.11940564777490723,1.0,0.0,1.0
94,0,1.0,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,1.0,0.0,1.0
95,0,1.0,0.7361146016587082,0.0,0.0,0.014151057562208049,1.0,0.0,1.0
96,0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
97,0,0.0,0.8869062578537321,0.0,0.0,0.06764049365134761,1.0,0.0,0.0
98,1,0.0,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,1.0,0.0,0.0
99,1,0.5,0.4219653179190751,0.0,0.16666666666666666,0.044893010197349675,0.0,0.0,1.0
100,0,0.5,0.4219653179190751,0.125,0.0,0.050748620223090936,1.0,0.0,1.0
101,0,1.0,0.34656948982156316,0.0,0.0,0.015411575213749286,0.0,0.0,1.0
102,0,1.0,0.2963056044232219,0.0,0.0,0.015411575213749286,1.0,0.0,1.0
103,0,0.0,0.2586076903744659,0.0,0.16666666666666666,0.15085515328815924,1.0,0.0,1.0
104,0,1.0,0.4093993465694898,0.0,0.0,0.016891873428256675,1.0,0.0,1.0
105,0,1.0,0.4596632319678311,0.25,0.0,0.015468569817999833,1.0,0.0,1.0
106,0,1.0,0.34656948982156316,0.0,0.0,0.015411575213749286,1.0,0.0,1.0
107,1,1.0,0.2586076903744659,0.0,0.0,0.014931805565640218,0.0,0.0,1.0
108,1,1.0,0.2963056044232219,0.0,0.0,0.015175789316712771,1.0,0.0,1.0
109,0,1.0,0.4722292033174164,0.0,0.0,0.015411575213749286,1.0,0.0,1.0
110,1,1.0,0.2963056044232219,0.125,0.0,0.04713766070721715,0.0,1.0,0.0
111,0,0.0,0.5853229454636844,0.0,0.0,0.10149724044618187,1.0,0.0,1.0
112,0,1.0,0.17692887660216136,0.125,0.0,0.028212719478023115,0.0,0.0,0.0
113,0,1.0,0.2711736617240512,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
114,0,1.0,0.24604171902488062,0.125,0.0,0.019177122834302632,0.0,0.0,1.0
115,0,1.0,0.20834380497612465,0.0,0.0,0.028220722145058292,0.0,0.0,0.0
116,0,1.0,0.2586076903744659,0.0,0.0,0.015468569817999833,1.0,0.0,1.0
117,0,1.0,0.8806232721789394,0.0,0.0,0.015126992566498259,1.0,1.0,0.0
118,0,0.5,0.35913546117114853,0.125,0.0,0.04098927018018883,1.0,0.0,1.0
119,0,0.0,0.2963056044232219,0.0,0.16666666666666666,0.4831284260198326,1.0,0.0,0.0
120,0,1.0,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,0.0,0.0,1.0
121,0,0.5,0.2586076903744659,0.25,0.0,0.1434624456306609,1.0,0.0,1.0
122,0,1.0,0.2963056044232219,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
123,0,0.5,0.40311636089469716,0.125,0.0,0.058694292654020104,1.0,0.0,0.0
124,1,0.5,0.40311636089469716,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
125,0,0.0,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,1.0,0.0,1.0
126,1,1.0,0.14551394822819805,0.125,0.0,0.021942337075458514,1.0,0.0,0.0
127,0,1.0,0.2963056044232219,0.0,0.0,0.015126992566498259,1.0,1.0,0.0
128,1,1.0,0.2963056044232219,0.0,0.0,0.01393967004027879,1.0,0.0,1.0
129,1,1.0,0.2963056044232219,0.125,0.16666666666666666,0.04364049521284362,0.0,0.0,0.0
130,0,1.0,0.5601910027645137,0.0,0.0,0.013614293309848433,1.0,0.0,1.0
131,0,1.0,0.4093993465694898,0.0,0.0,0.015411575213749286,1.0,0.0,0.0
132,0,1.0,0.24604171902488062,0.0,0.0,0.013760683560491965,1.0,0.0,1.0
133,0,1.0,0.5853229454636844,0.125,0.0,0.028302115124416098,0.0,0.0,1.0
134,1,0.5,0.35913546117114853,0.125,0.0,0.050748620223090936,0.0,0.0,1.0
135,0,0.5,0.3088715757728072,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
136,0,0.5,0.2837396330736366,0.0,0.0,0.02936744577509929,1.0,0.0,0.0
137,1,0.0,0.2334757476752953,0.0,0.3333333333333333,0.051301584996521765,0.0,0.0,1.0
138,0,0.0,0.4596632319678311,0.125,0.0,0.10364429745562033,1.0,0.0,1.0
139,0,1.0,0.19577783362653933,0.0,0.0,0.01798980030808316,1.0,0.0,1.0
140,0,0.0,0.2963056044232219,0.0,0.0,0.15458810467956932,1.0,0.0,0.0
141,0,1.0,0.2963056044232219,0.0,0.3333333333333333,0.029757819776815374,0.0,0.0,0.0
142,1,1.0,0.2711736617240512,0.0,0.0,0.015126992566498259,0.0,0.0,1.0
143,1,1.0,0.2963056044232219,0.125,0.0,0.030937139635999665,0.0,0.0,1.0
144,0,1.0,0.2334757476752953,0.0,0.0,0.013175122557917838,1.0,1.0,0.0
145,0,0.5,0.22090977632571,0.0,0.0,0.022446505098674838,1.0,0.0,1.0
146,0,0.5,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,1.0,0.0,1.0
147,1,1.0,0.33400351847197784,0.0,0.0,0.015216388212891242,1.0,0.0,1.0
148,0,1.0,0.10781603417944208,0.25,0.3333333333333333,0.06709553154495196,0.0,0.0,1.0
149,0,0.5,0.4533802462930384,0.0,0.3333333333333333,0.050748620223090936,1.0,0.0,1.0
150,0,0.5,0.5224930887157577,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
151,0,0.5,0.6355868308620256,0.0,0.0,0.02444717185746977,1.0,0.0,1.0
152,1,0.0,0.2711736617240512,0.125,0.0,0.12999454257145598,0.0,0.0,1.0
153,0,1.0,0.6921337019351597,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
154,0,1.0,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,1.0,0.0,1.0
155,0,1.0,0.2963056044232219,0.0,0.0,0.014273049437744325,1.0,0.0,1.0
156,0,0.0,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,1.0,0.0,0.0
157,1,1.0,0.19577783362653933,0.0,0.0,0.015094396337354966,0.0,1.0,0.0
158,0,1.0,0.37170143252073384,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
159,0,1.0,0.2963056044232219,0.0,0.0,0.016908073949327893,1.0,0.0,1.0
160,0,1.0,0.2963056044232219,1.0,0.3333333333333333,0.13575255909676825,1.0,0.0,1.0
161,0,1.0,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,1.0,0.0,1.0
162,1,0.5,0.49736114601658704,0.0,0.0,0.030741952635141623,0.0,0.0,1.0
163,0,1.0,0.32143754712239253,0.0,0.0,0.015175789316712771,1.0,0.0,1.0
164,0,1.0,0.20834380497612465,0.0,0.0,0.016908073949327893,1.0,0.0,1.0
165,0,1.0,0.007288263382759488,0.5,0.16666666666666666,0.07746484096553544,1.0,0.0,1.0
166,1,1.0,0.10781603417944208,0.0,0.3333333333333333,0.04006213192611313,1.0,0.0,1.0
167,1,0.0,0.4596632319678311,0.0,0.16666666666666666,0.10735285047192313,0.0,0.0,1.0
168,0,1.0,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,0.0,0.0,1.0
169,0,0.0,0.4596632319678311,0.0,0.0,0.050602229972447406,1.0,0.0,1.0
170,0,1.0,0.34656948982156316,0.0,0.0,0.11027245763075773,1.0,0.0,1.0
171,0,0.0,0.7612465443578789,0.0,0.0,0.06538764528744409,1.0,0.0,1.0
172,0,1.0,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,1.0,1.0,0.0
173,1,1.0,0.007288263382759488,0.125,0.16666666666666666,0.021730754366528396,0.0,0.0,1.0
174,0,1.0,0.2586076903744659,0.0,0.0,0.015468569817999833,1.0,0.0,1.0
175,0,0.0,0.6984166876099522,0.0,0.0,0.05991421140938287,1.0,0.0,0.0
176,0,1.0,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,1.0,0.0,1.0
177,0,1.0,0.2963056044232219,0.375,0.16666666666666666,0.049707687947515,1.0,0.0,1.0
178,0,0.0,0.6230208595124404,0.0,0.0,0.05604306762136532,0.0,0.0,0.0
179,0,0.5,0.37170143252073384,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
180,0,1.0,0.4470972606182458,0.0,0.0,0.0,1.0,0.0,1.0
181,0,1.0,0.2963056044232219,1.0,0.3333333333333333,0.13575255909676825,0.0,0.0,1.0
182,0,0.5,0.35913546117114853,0.0,0.0,0.02937564362913533,1.0,0.0,0.0
183,0,1.0,0.10781603417944208,0.5,0.3333333333333333,0.06126431989431795,1.0,0.0,1.0
184,1,0.5,0.007288263382759488,0.25,0.16666666666666666,0.07612293033463641,1.0,0.0,1.0
185,1,1.0,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,0.0,0.0,1.0
186,0,0.0,0.4596632319678311,0.0,0.0,0.09759350042902103,1.0,0.0,1.0
187,1,1.0,0.2963056044232219,0.125,0.0,0.030253985132996517,0.0,1.0,0.0
188,1,0.0,0.5601910027645137,0.0,0.0,0.051822148727810165,1.0,0.0,1.0
189,0,1.0,0.49736114601658704,0.125,0.16666666666666666,0.030253985132996517,1.0,1.0,0.0
190,0,1.0,0.4470972606182458,0.0,0.0,0.015411575213749286,1.0,0.0,1.0
191,1,0.5,0.39683337521990447,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
192,0,0.5,0.2334757476752953,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
193,1,1.0,0.2334757476752953,0.125,0.0,0.015330377421392339,0.0,0.0,1.0
194,1,0.5,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,1.0,0.0,1.0
195,1,0.0,0.5476250314149284,0.0,0.0,0.05410739813385612,0.0,0.0,0.0
196,1,0.0,0.723548630309123,0.0,0.0,0.2859895551532101,0.0,0.0,0.0
197,0,1.0,0.2963056044232219,0.0,0.0,0.015126992566498259,1.0,1.0,0.0
198,0,1.0,0.5224930887157577,0.0,0.16666666666666666,0.01640390592611157,1.0,0.0,1.0
199,1,1.0,0.2963056044232219,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
200,0,0.5,0.2963056044232219,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
201,0,1.0,0.34656948982156316,0.0,0.0,0.018542765081513996,1.0,0.0,1.0
202,0,1.0,0.2963056044232219,1.0,0.3333333333333333,0.13575255909676825,1.0,0.0,1.0
203,0,1.0,0.4219653179190751,0.0,0.0,0.012678957201736696,1.0,0.0,1.0
204,0,1.0,0.5664739884393064,0.0,0.0,0.014102260811993537,1.0,0.0,0.0
205,1,1.0,0.22090977632571,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
206,0,1.0,0.01985423473234481,0.0,0.16666666666666666,0.02042143996477265,0.0,0.0,1.0
207,0,1.0,0.39683337521990447,0.125,0.0,0.030937139635999665,1.0,0.0,1.0
208,1,1.0,0.32143754712239253,0.0,0.0,0.036670757786204655,1.0,0.0,0.0
209,1,1.0,0.19577783362653933,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
210,1,0.0,0.49736114601658704,0.0,0.0,0.060507970265993034,1.0,0.0,0.0
211,0,1.0,0.2963056044232219,0.0,0.0,0.013760683560491965,1.0,0.0,1.0
212,1,0.5,0.4345312892686604,0.0,0.0,0.04098927018018883,0.0,0.0,1.0
213,0,1.0,0.2711736617240512,0.0,0.0,0.014151057562208049,1.0,0.0,1.0
214,0,0.5,0.37170143252073384,0.0,0.0,0.025374310111545468,1.0,0.0,1.0
215,0,1.0,0.2963056044232219,0.125,0.0,0.015126992566498259,1.0,1.0,0.0
216,1,0.0,0.38426740387031916,0.125,0.0,0.22109807522194713,0.0,0.0,0.0
217,1,1.0,0.33400351847197784,0.0,0.0,0.015468569817999833,0.0,0.0,1.0
218,0,0.5,0.5224930887157577,0.125,0.0,0.05270049023167135,1.0,0.0,1.0
219,1,0.0,0.39683337521990447,0.0,0.0,0.14891148113361488,0.0,0.0,0.0
220,0,0.5,0.37170143252073384,0.0,0.0,0.020494635090094415,1.0,0.0,1.0
221,1,1.0,0.19577783362653933,0.0,0.0,0.015712553569072387,1.0,0.0,1.0
